module,type,name,res_id,src,value,comments
account,model,"mail.template,body_html",account.email_template_edi_invoice,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 13px;"">
        Dear
        % if object.partner_id.parent_id:
            ${object.partner_id.name} (${object.partner_id.parent_id.name}),
        % else:
            ${object.partner_id.name},
        % endif
        <br/><br/>
        Here is your
        % if object.name:
            invoice <strong>${object.name}</strong>
        % else:
            invoice
        %endif
        % if object.invoice_origin:
            (with reference: ${object.invoice_origin})
        % endif
        amounting in <strong>${format_amount(object.amount_total, object.currency_id)}</strong>
        from ${object.company_id.name}.
        % if object.invoice_payment_state == 'paid':
            This invoice is already paid.
        % else:
            Please remit payment at your earliest convenience.
        % endif
        <br/><br/>
        Do not hesitate to contact us if you have any questions.
    </p>
</div>
            ",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_home_menu_invoice,<em>Draft Invoice</em>,,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_view_kanban,"<i class=""fa fa-clock-o"" aria-label=""Date"" role=""img"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_kanban,"<i class=""fa fa-clock-o"" aria-label=""Date"" role=""img"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_kanban,"<i class=""fa fa-clock-o"" role=""img"" aria-label=""Date"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-download""/> Download",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<i class=""fa fa-ellipsis-v"" aria-label=""Selection"" role=""img"" title=""Selection""/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-fw fa-comments""/><b>Send message</b>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,"<i class=""fa fa-fw o_button_icon fa-arrow-right""/> Configure Email Servers",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-print""/> Print",,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,"<span attrs=""{'invisible': ['|', '|', ('type', '!=', 'out_invoice'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Invoice</span>
                                <span attrs=""{'invisible': ['|', '|', ('type', '!=', 'out_refund'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Credit Note</span>
                                <span attrs=""{'invisible': ['|', '|', ('type', '!=', 'in_invoice'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Bill</span>
                                <span attrs=""{'invisible': ['|', '|', ('type', '!=', 'in_refund'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Refund</span>
                                <span attrs=""{'invisible': ['|', '|', ('type', '!=', 'out_receipt'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Sales Receipt</span>
                                <span attrs=""{'invisible': ['|', '|', ('type', '!=', 'in_receipt'), ('state', '!=', 'draft'), ('name', '!=', '/')]}"">Draft Purchase Receipt</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,"<span attrs=""{'invisible': [('composition_mode', '!=', 'mass_mail')]}"">
                                        <strong>Email mass mailing</strong> on
                                        <span>the selected records</span>
                                    </span>
                                    <span>Followers of the document and</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_form,"<span attrs=""{'invisible':[('reconciled_invoices_count','&gt;',1)]}"">Invoice</span>
                                <span attrs=""{'invisible':[('reconciled_invoices_count','&lt;=',1)]}"">Invoices</span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-info""><i class=""fa fa-fw fa-clock-o"" aria-label=""Opened"" title=""Opened"" role=""img""/><span class=""d-none d-md-inline""> Waiting for Payment</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-success""><i class=""fa fa-fw fa-check"" aria-label=""Paid"" title=""Paid"" role=""img""/><span class=""d-none d-md-inline""> Paid</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-warning""><i class=""fa fa-fw fa-remove"" aria-label=""Cancelled"" title=""Cancelled"" role=""img""/><span class=""d-none d-md-inline""> Cancelled</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span class=""badge badge-warning text-uppercase o_sample_data_label"">Sample data</span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific.""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,"<span class=""o_form_label mx-3 oe_edit_only"" attrs=""{'invisible': [ '|', '|', '|', ('state', '!=', 'draft'), ('invoice_payment_term_id', '!=', False), ('type', 'not in', ('out_invoice', 'out_refund', 'in_invoice', 'in_refund', 'out_receipt', 'in_receipt'))]}""> or </span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,"<span class=""o_form_label"" attrs=""{'invisible': [('invoice_sequence_number_next_prefix', '=', False)]}"">First Number:</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,"<span class=""o_form_label"" attrs=""{'invisible': [('match_amount', '!=', 'between')]}"">and</span>",,
account,model_terms,"ir.ui.view,arch_db",account.validate_account_move_view,"<span class=""o_form_label"">All selected journal entries will be validated and posted. You won't be able to modify them afterwards.</span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Default Incoterm</span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Default Sending Options</span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Default Taxes</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Fiscal Localization</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Main Currency</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Rounding Method</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_payment_term_line_form,"<span class=""o_form_label"">of the month</span>",,
account,model_terms,"ir.ui.view,arch_db",account.partner_view_buttons,"<span class=""o_stat_text"">Invoiced</span>",,
account,model_terms,"ir.ui.view,arch_db",account.setup_bank_account_wizard,"<span class=""text-muted"">Only journals not yet linked to a bank account are proposed</span>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<span groups=""account.group_show_line_subtotals_tax_excluded"">Amount</span>
                                    <span groups=""account.group_show_line_subtotals_tax_included"">Total Price</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span name=""button_import_placeholder""/> Statements",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">New</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">Reconciliation</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">View</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Balance in General Ledger"">Balance in GL</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Latest Statement"">Latest Statement</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,<span> From </span>,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,<span> To </span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Amount Paid</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Balance</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Description</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Disc.%</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Invoice Date</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Invoice Number</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Bill</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Entry</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Invoice</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Operations</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Original Amount</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Quantity</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Reference</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reporting</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Source Document</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Taxes</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Unit Price</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Upload Bills</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Upload Invoices</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>View</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""mr16"">Subtotal</strong>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""text-center"">Scan me with your banking app.</strong><br/><br/>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""text-center"">The SEPA QR Code informations are not set correctly.</strong><br/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<strong class=""text-muted"">Salesperson</strong>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document_with_payments,<strong>Amount Due</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Company:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Customer Code:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Customer: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Due Date:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_statement,<strong>Ending Balance</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Entries Sorted By:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Invoice Date:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Journal:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Memo: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Amount: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Date: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Method: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Reference:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Source:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_statement,<strong>Starting Balance</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Subtotal</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Target Moves:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Total</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Total</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_account_kanban,<strong>Type: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Vendor: </strong>,,
account,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",,
account,code,addons/account/models/account_payment_term.py,32,A Payment Term should have only one line of type Balance.,,
account,code,addons/account/models/account.py,1232,A bank account can belong to only one journal.,,
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",,
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account,,
account,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",,
account,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.",,
account,code,addons/account/models/account_move.py,2297,A payment journal entry generated in a journal configured to post entries only when payments are reconciled with a bank statement cannot be manually posted. Those will be posted automatically after performing the bank reconciliation.,,
account,code,addons/account/models/reconciliation_widget.py,849,A reconciliation must involve at least 2 move lines.,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"A rounding per line is advised if your prices are tax-included. That way, the sum of line subtotals equals the total with taxes.",,
account,code,addons/account/models/account_bank_statement.py,717,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,720,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,738,A selected statement line was already reconciled with an account move.,,
account,code,addons/account/models/account.py,69,A tag defined to be used on taxes must always have a country set.,,
account,model,"ir.model.constraint,message",account.constraint_account_fiscal_position_tax_tax_src_dest_uniq,A tax fiscal position could be defined only one time on same taxes.,,
account,code,addons/account/models/res_users.py,24,"A user cannot have both Tax B2B and Tax B2C.
You should go in General Settings, and choose to display Product Prices
either in 'Tax-Included' or in 'Tax-Excluded' mode
(or switch twice the mode if you are already in the desired one).",,
account,model,"res.groups,name",account.group_warning_account,A warning can be set on a partner (Account),,
account,model,"ir.model.fields,field_description",account.field_account_move__access_warning,Access warning,,
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,565,Account,,openerp-web
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,568,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,221,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,333,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,358,Account,,openerp-web
account,model,"ir.model,name",account.model_account_account,Account,,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_tax_repartition_line__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_tax_repartition_line_template__account_id,Account,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_form,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account,,
account,code,addons/account/models/account_move.py,3849,Account %s (%s) does not allow reconciliation. First change the configuration of this account to allow it.,,
account,model,"ir.model,name",account.model_account_cash_rounding,Account Cash Rounding,,
account,model,"ir.model,name",account.model_account_chart_template,Account Chart Template,,
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,,
account,model,"ir.model.fields,field_description",account.field_account_account__currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_dest_id,Account Destination,,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Account Entry,,
account,model,"ir.model,name",account.model_account_group,Account Group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_form,Account Group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_tree,Account Group,,
account,model,"ir.actions.act_window,name",account.action_account_group_tree,Account Groups,,
account,model,"ir.model.fields,field_description",account.field_account_journal__company_partner_id,Account Holder,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__partner_id,Account Holder,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_holder_name,Account Holder Name,,
account,model,"ir.model,name",account.model_account_invoice_send,Account Invoice Send,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__journal_id,Account Journal,,
account,model,"ir.model.fields,field_description",account.field_res_partner_bank__journal_id,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_tree,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_tree,Account Journal,,
account,model,"ir.model,name",account.model_account_journal_group,Account Journal Group,,
account,model,"ir.model,name",account.model_report_account_report_journal,Account Journal Report,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__account_ids,Account Mapping,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__account_ids,Account Mapping,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,Account Mapping,,
account,model,"ir.model,name",account.model_account_move_reversal,Account Move Reversal,,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_acc_number,Account Number,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_number,Account Number,,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_payable_id,Account Payable,,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_payable_id,Account Payable,,
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_category_property_form,Account Properties,,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_receivable_id,Account Receivable,,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_receivable_id,Account Receivable,,
account,model,"ir.model,name",account.model_account_reconciliation_widget,Account Reconciliation widget,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__account_root_id,Account Root,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_src_id,Account Source,,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_graph,Account Statistics,,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_pivot,Account Statistics,,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_graph_date,Account Statistics,,
account,model,"ir.model,name",account.model_account_account_tag,Account Tag,,
account,model,"ir.actions.act_window,name",account.account_tag_action,Account Tags,,
account,model_terms,"ir.ui.view,arch_db",account.account_tax_view_tree,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_form,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_tree,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_group_tree,Account Tax Group,,
account,model,"ir.model,name",account.model_account_tax_report_line,Account Tax Report Line,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_form,Account Tax Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_tree,Account Tax Template,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_taxcloud,Account TaxCloud,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_seacrh,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_form,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_tree,Account Template,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_stock_valuation_account_id,Account Template for Stock Valuation,,
account,model,"ir.model.fields,field_description",account.field_res_company__property_stock_valuation_account_id,Account Template for Stock Valuation,,
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,,
account,model,"ir.model,name",account.model_account_account_type,Account Type,,
account,model,"ir.model.fields,field_description",account.field_account_account_type__name,Account Type,,
account,model,"ir.model.fields,field_description",account.field_account_accrual_accounting_wizard__account_type,Account Type,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__related_acc_type,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_form,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_tree,Account Type,,
account,model,"ir.model.fields,help",account.field_account_account__user_type_id,"Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.",,
account,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,,
account,model,"ir.model.fields,field_description",account.field_account_journal__type_control_ids,Account Types Allowed,,
account,model,"ir.model,name",account.model_account_unreconcile,Account Unreconcile,,
account,model,"ir.model,name",account.model_account_root,Account codes first 2 digits,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account groups,,
account,model,"ir.model.fields,help",account.field_account_setup_bank_manual_config__acc_holder_name,"Account holder name, in case it is different than the name of the Account Holder",,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account__account_src_id,Account on Product,,
account,model,"ir.model.fields,help",account.field_account_tax_repartition_line__account_id,Account on which to post the tax amount,,
account,model,"ir.model.fields,help",account.field_account_tax_repartition_line_template__account_id,Account on which to post the tax amount,,
account,model,"ir.model,name",account.model_report_account_report_invoice_with_payments,Account report with payment lines,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__tag_ids,Account tag,,
account,model,"ir.model.fields,help",account.field_account_tax__cash_basis_base_account_id,Account that will be set on lines created in cash basis journal entry and used to keep track of the tax base amount.,,
account,model,"ir.model.fields,help",account.field_account_tax_template__cash_basis_base_account_id,Account that will be set on lines created in cash basis journal entry and used to keep track of the tax base amount.,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account__account_dest_id,Account to Use Instead,,
account,model,"ir.model.fields,help",account.field_account_accrual_accounting_wizard__revenue_accrual_account,Account used to move the period of a revenue,,
account,model,"ir.model.fields,help",account.field_res_company__revenue_accrual_account_id,Account used to move the period of a revenue,,
account,model,"ir.model.fields,help",account.field_account_accrual_accounting_wizard__expense_accrual_account,Account used to move the period of an expense,,
account,model,"ir.model.fields,help",account.field_res_company__expense_accrual_account_id,Account used to move the period of an expense,,
account,model,"ir.model.fields,help",account.field_account_tax__cash_basis_transition_account_id,"Account used to transition the tax amount for cash basis taxes. It will contain the tax amount as long as the original invoice has not been reconciled ; at reconciliation, this amount cancelled on this account and put on the regular tax account.",,
account,model,"ir.model.fields,help",account.field_account_tax_template__cash_basis_transition_account_id,"Account used to transition the tax amount for cash basis taxes. It will contain the tax amount as long as the original invoice has not been reconciled ; at reconciliation, this amount cancelled on this account and put on the regular tax account.",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account with Entries,,
account,model,"ir.actions.server,name",account.ir_cron_auto_post_draft_entry_ir_actions_server,Account; Post draft entries with auto_post set to True up to today,,
account,model,"ir.cron,cron_name",account.ir_cron_auto_post_draft_entry,Account; Post draft entries with auto_post set to True up to today,,
account,model,"ir.cron,name",account.ir_cron_auto_post_draft_entry,Account; Post draft entries with auto_post set to True up to today,,
account,model,"res.groups,name",account.group_account_user,Accountant,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_accountant,Accounting,,
